REQUEST_ID,CREATED_ON,REQUEST_TYPE,REQUEST_ORIGIN,STATUS,DEPARTMENT,NEIGHBORHOOD,COUNCIL_DISTRICT,WARD,TRACT,PUBLIC_WORKS_DIVISION,PLI_DIVISION,POLICE_ZONE,FIRE_ZONE,X,Y,GEO_ACCURACY
95392,2016-08-09T18:57:00,Bike Lane Bollard,Call Center,1,DPW - Construction Division,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,-79.9430475,40.4400754,EXACT
71333,2016-05-19T08:29:00,Traffic,Website,1,DOMI - Traffic,Greenfield,5,15,42003151700,3,15,4,2-15,-79.9383729809509,40.4269697028916,EXACT
34723,2015-11-19T11:28:00,Weeds/Debris,Report2Gov iOS,1,"Permits, Licenses and Inspections",Bon Air,4,18,42003562400,5,18,3,4-7,-79.998466,40.408394,EXACT
364664,2019-07-25T07:46:00,Litter,Call Center,1,DPW - Street Maintenance,Central Business District,6,2,42003020100,6,2,2,1-3,-79.9993827,40.4446187,EXACT
61318,2016-04-14T21:44:00,Excessive Noise/Disturbances,Website,1,Police - Zones 1-6,Central Business District,6,2,42003020100,6,2,2,1-3,-79.9969231845511,40.4447983373356,APPROXIMATE
14098,2015-07-17T15:06:00,Potholes,Call Center,1,DPW - Street Maintenance,Point Breeze,8,14,42003140600,3,14,4,3-14,-79.908172,40.4514681,EXACT
370722,2019-08-06T12:57:00,Sinkhole,Call Center,1,DPW - Street Maintenance,Polish Hill,7,6,42003060500,6,6,2,2-6,-79.9616579,40.4588001,EXACT
222893,2018-02-21T08:23:00,Potholes,Call Center,1,DPW - Street Maintenance,Brookline,4,19,42003191800,5,19,6,4-25,-80.0114074,40.3885493,EXACT
6588,2015-05-27T15:54:00,Overgrowth,Call Center,1,DPW - Street Maintenance,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,-79.924923,40.43109,EXACT
172069,2017-07-21T07:08:00,Rodent control,Website,1,Animal Care & Control,East Allegheny,1,23,42003563200,1,23,1,1-5,-79.9973083212414,40.4573550969555,APPROXIMATE
296491,2018-10-19T09:25:00,Permit Parking (Residential Parking Permit),Call Center,1,Parking Authority,West Oakland,8,4,42003040200,3,4,4,2-14,-79.9619897985185,40.4409332700705,APPROXIMATE
77480,2016-06-08T12:19:00,Building Without a Permit,Control Panel,1,"Permits, Licenses and Inspections",,,,,,,,,,,OUT_OF_BOUNDS
110048,2016-10-11T12:57:00,Unpermitted HVAC Work,Control Panel,1,"Permits, Licenses and Inspections",,,,,,,,,,,OUT_OF_BOUNDS
114276,2016-11-02T14:18:00,Potholes,Call Center,1,DPW - Street Maintenance,Regent Square,5,14,42003141000,3,14,4,2-16,-79.8966806404754,40.4349965830856,EXACT
361809,2019-07-16T15:38:00,City Source (CDBG),Call Center,3,"City Source Associates, Inc.",Elliott,2,20,42003562600,5,20,6,1-17,-80.0411866018349,40.4397978375552,APPROXIMATE
260816,2018-06-19T09:01:00,"Traffic or Pedestrian Signal, Repair",Report2Gov Android,1,DOMI - TrafficShop,Homewood West,9,12,42003120700,2,12,5,3-17,-79.9047238379717,40.4562490928343,EXACT
34047,2015-11-17T08:23:00,Illegal Parking,Website,1,Police - Zones 1-6,Carrick,4,29,42003290200,3,29,3,4-12,-79.9881658036095,40.4038933225577,APPROXIMATE
259557,2018-06-14T17:06:00,Application Request,Call Center,1,311,,,,,,,,,,,OUT_OF_BOUNDS
279997,2018-08-14T09:35:00,Traffic Shop ,Call Center,1,DOMI - TrafficShop,Carrick,4,29,42003290200,3,29,3,4-12,-79.9878515424296,40.3991804764178,APPROXIMATE
219157,2018-02-13T21:52:00,Traffic,Website,0,Police - Zones 1-6,Central Business District,6,1,42003020100,6,1,2,1-4,-79.9988198005249,40.4366205147727,EXACT
240877,2018-04-19T09:07:00,Potholes,Call Center,1,DPW - Street Maintenance,Greenfield,5,15,42003151700,3,15,4,2-12,-79.9360602,40.4208774,EXACT
76644,2016-06-06T11:38:00,Vacant Building,Control Panel,3,"Permits, Licenses and Inspections",Homewood South,9,13,42003130400,2,13,5,3-17,-79.888417,40.449881,EXACT
334567,2019-04-23T14:11:00,Building Maintenance,Control Panel,1,"Permits, Licenses and Inspections",Central Oakland,3,4,42003040600,3,4,4,2-11,-79.952464842547,40.4365425402847,APPROXIMATE
108772,2016-10-05T10:27:00,City Source (CDBG),Call Center,1,"City Source Associates, Inc.",Homewood South,9,13,42003130400,2,13,5,3-17,-79.8858205030317,40.449539638303,APPROXIMATE
251871,2018-05-23T13:02:00,Broken Sidewalk,Website,0,"Permits, Licenses and Inspections",Sheraden,2,20,42003202200,5,20,6,1-16,-80.0656811892986,40.4527641703329,EXACT
193050,2017-10-12T13:09:00,Vacant Building,Control Panel,3,"Permits, Licenses and Inspections",Larimer,9,12,42003120400,2,12,5,3-12,-79.9075683,40.4618779,EXACT
236648,2018-04-06T14:58:00,Potholes,Call Center,1,DPW - Street Maintenance,Windgap,2,28,42003563000,5,28,6,1-16,-80.0747067,40.4589029,EXACT
199292,2017-11-16T13:31:00,Vacant Building,Control Panel,1,"Permits, Licenses and Inspections",Beltzhoover,3,18,42003562400,5,18,3,4-16,-80.0068772,40.4146772,EXACT
352574,2019-06-18T13:06:00,Sidewalk Closure Violation,Website,1,DOMI - Permits,Central Lawrenceville,7,9,42003090100,2,9,2,3-5,-79.9588678082036,40.4765852493584,APPROXIMATE
32798,2015-11-10T16:48:00,Building Maintenance,Call Center,1,"Permits, Licenses and Inspections",Troy Hill,1,24,42003240600,1,24,1,1-2,-79.9844248410358,40.4622347075028,APPROXIMATE
235423,2018-04-04T08:01:00,Sign,Control Panel,1,"Permits, Licenses and Inspections",South Side Flats,3,17,42003170200,3,17,3,4-24,-79.9775372,40.4283701,EXACT
80049,2016-06-17T11:05:00,Vacant Building,Control Panel,3,"Permits, Licenses and Inspections",Upper Lawrenceville,7,10,42003101100,2,10,2,3-5,-79.947948,40.480682,EXACT
373181,2019-08-14T09:11:00,Trail Maintenance,Website,0,DPW - Street Maintenance,Troy Hill,1,24,42003240600,1,24,1,1-2,-79.984467341304,40.4623166923405,APPROXIMATE
342923,2019-05-20T14:38:00,Weeds/Debris,Call Center,1,"Permits, Licenses and Inspections",Allentown,3,18,42003180300,5,18,3,4-5,-79.9939109,40.4225745,EXACT
139702,2017-03-17T10:59:00,Missed Pick Up,Call Center,1,DPW - Refuse,Troy Hill,1,24,42003240600,1,24,1,1-2,-79.9841640838323,40.4625537564412,APPROXIMATE
236256,2018-04-05T15:40:00,Potholes,Call Center,1,DPW - Street Maintenance,Carrick,4,29,42003290400,3,29,3,4-23,-79.9789171,40.3858783,EXACT
220695,2018-02-16T11:39:00,Sign,Control Panel,1,"Permits, Licenses and Inspections",Central Business District,6,2,42003020100,6,2,2,1-3,-79.9966352,40.443611,EXACT
113873,2016-11-01T09:03:00,Broken Sidewalk,Control Panel,3,"Permits, Licenses and Inspections",South Side Flats,3,16,42003160900,3,16,3,4-24,-79.9707885,40.428795,EXACT
142986,2017-04-04T08:51:00,Traffic,Control Panel,1,DOMI - Traffic,North Shore,1,22,42003981200,6,22,1,1-7,-80.0090667,40.4474601,EXACT
94614,2016-08-08T09:14:00,Refuse Violations,Call Center,1,DPW - Refuse,Arlington,3,16,42003561600,3,16,3,4-8,-79.9735270279249,40.4147882442726,APPROXIMATE
109704,2016-10-10T13:51:00,Junk Vehicles,Call Center,1,"Permits, Licenses and Inspections",Brookline,4,19,42003191700,5,19,6,4-26,-80.0111717379492,40.4042348701067,APPROXIMATE
247473,2018-05-11T06:50:00,Abandoned Vehicle (parked on street),Report2Gov iOS,1,Police - AVU,,,,,,,,,,,OUT_OF_BOUNDS
377696,2019-08-27T16:59:00,Abandoned Vehicle (parked on street),Report2Gov iOS,0,Police - AVU,Brighton Heights,1,27,42003270800,1,27,1,1-14,-80.0296970141787,40.480070465305,APPROXIMATE
177129,2017-08-07T11:43:00,Excessive Noise/Disturbances,Call Center,1,Police - Zones 1-6,Central Business District,6,1,42003020100,6,1,2,1-4,-80.0034014449315,40.4387646903133,APPROXIMATE
166020,2017-06-29T09:18:00,City Source (CDBG),Call Center,1,"City Source Associates, Inc.",Garfield,9,10,42003101600,2,10,5,3-4,-79.9393559643564,40.4701860614791,APPROXIMATE
234751,2018-04-03T08:07:00,Abandoned Vehicle (parked on street),Call Center,0,Police - AVU,Spring Garden,1,26,42003241200,1,26,1,1-11,-79.9896036623215,40.4741325045119,APPROXIMATE
132680,2017-02-20T08:17:00,Potholes,Call Center,1,DPW - Street Maintenance,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,-79.9848542,40.4444068,EXACT
54830,2016-03-14T13:16:00,Building Maintenance,Control Panel,1,"Permits, Licenses and Inspections",Shadyside,8,7,42003070300,2,7,4,3-22,-79.932550805896,40.4500362766966,APPROXIMATE
318072,2019-02-13T10:03:00,Speeding,Control Panel,0,Police - Zones 1-6,Brookline,4,19,42003191900,5,19,6,4-26,-80.0232737116394,40.3969320588265,EXACT
230688,2018-03-19T13:20:00,Litter,Call Center,1,DPW - Street Maintenance,Middle Hill,6,5,42003050100,3,5,2,2-5,-79.9743332,40.4469848,EXACT
92478,2016-07-31T21:38:00,Street Light - Repair,Report2Gov iOS,1,Allegheny City Electric,Garfield,9,9,42003101700,2,9,5,3-4,-79.946274,40.466248,EXACT
207898,2018-01-11T13:46:00,Fire Safety System Not Working,Control Panel,1,"Permits, Licenses and Inspections",East Allegheny,1,23,42003563200,1,23,1,1-20,-79.9976167941755,40.4530070747886,APPROXIMATE
152417,2017-05-10T11:05:00,Tree Removal,Website,1,DPW - Forestry Division,Brookline,4,19,42003191700,5,19,6,4-26,-80.0137761,40.4003965,EXACT
199238,2017-11-16T09:21:00,Handicapped Parking Application,Call Center,1,311,Hazelwood,5,15,42003562900,3,15,4,2-13,-79.9430604553309,40.4158673537635,APPROXIMATE
355473,2019-06-27T09:01:00,Sidewalk Obstruction,Report2Gov iOS,1,DOMI - Permits,Beechview,4,19,42003192000,5,19,6,4-28,-80.024452,40.410202,EXACT
113829,2016-11-01T07:01:00,Barking Dog,Website,1,Animal Care & Control,,,,,,,,,,,OUT_OF_BOUNDS
